  PATHSUM
  -------

  The PATHSUM package was developed by Sohang Kundu and Nancy Makri
  See J. Chem. Phys. 158, 224801 (2023)
  The Fortran code was written by Nancy Makri

  Key ideas that led to the algorithms used in the 
  PATHSUM code are described in the following papers:
  J. Math. Phys. 36, 2430-2457 (1995)
  J. Chem. Phys. 141, 134117 (2014)
  J. Chem. Phys. 152, 041104 (2020)

  Discrete system with  2 states
  Reciprocal temperature beta =    5.000 a.u.
  Time step dt =   0.200 a.u.
  Path threshold =  0.1D-39
  Common bath
  sdvr values:  1.00 -1.00

  Hamiltonian matrix in a.u.:
      1.00   -1.00
     -1.00   -1.00

   Eigenvalues of system Hamiltonian:
   -1.414214
    1.414214

  Ohmic spectral density with xi = 0.10   wc = 7.50
  Reorganization energy =   1.50000 a.u.

  PATHSUM results below: time (in a.u.), site populations and norm
  Real and imaginary parts of RDM in files ReRDM and ImRDM

  SMatPI RESULTS
  The SMatPI decomposition is described in
  J. Chem. Phys. 152, 041104 (2020)
  J. Chem. Theory and Comput. 16, 4038-4049 (2020)
  J. Chem. Theory and Comput. 17, 1-6 (2021)
  Calculations within entanglement interval performed using QuAPI
  The QuAPI method is described in Chem. Phys. Lett. 193, 435-444 (1992)

  Entanglement length rmax =  6*dt  Extended memory length L =  6*dt
        110.600   0.116106662   0.883893338   1.000000000
        110.800   0.116106662   0.883893338   1.000000000
        111.000   0.116106662   0.883893338   1.000000000
        111.200   0.116106662   0.883893338   1.000000000
        111.400   0.116106662   0.883893338   1.000000000
        111.600   0.116106662   0.883893338   1.000000000
        111.800   0.116106662   0.883893338   1.000000000
        112.000   0.116106662   0.883893338   1.000000000
        112.200   0.116106662   0.883893338   1.000000000
        112.400   0.116106662   0.883893338   1.000000000
        112.600   0.116106662   0.883893338   1.000000000
        112.800   0.116106662   0.883893338   1.000000000
        113.000   0.116106662   0.883893338   1.000000000
        113.200   0.116106662   0.883893338   1.000000000
        113.400   0.116106662   0.883893338   1.000000000
        113.600   0.116106662   0.883893338   1.000000000
        113.800   0.116106662   0.883893338   1.000000000
        114.000   0.116106662   0.883893338   1.000000000
        114.200   0.116106662   0.883893338   1.000000000
        114.400   0.116106662   0.883893338   1.000000000
        114.600   0.116106662   0.883893338   1.000000000
        114.800   0.116106662   0.883893338   1.000000000
        115.000   0.116106662   0.883893338   1.000000000
        115.200   0.116106662   0.883893338   1.000000000
        115.400   0.116106662   0.883893338   1.000000000
        115.600   0.116106662   0.883893338   1.000000000
        115.800   0.116106662   0.883893338   1.000000000
        116.000   0.116106662   0.883893338   1.000000000
        116.200   0.116106662   0.883893338   1.000000000
        116.400   0.116106662   0.883893338   1.000000000
        116.600   0.116106662   0.883893338   1.000000000
        116.800   0.116106662   0.883893338   1.000000000
        117.000   0.116106662   0.883893338   1.000000000
        117.200   0.116106662   0.883893338   1.000000000
        117.400   0.116106662   0.883893338   1.000000000
        117.600   0.116106662   0.883893338   1.000000000
        117.800   0.116106662   0.883893338   1.000000000
        118.000   0.116106662   0.883893338   1.000000000
        118.200   0.116106662   0.883893338   1.000000000
        118.400   0.116106662   0.883893338   1.000000000
        118.600   0.116106662   0.883893338   1.000000000
        118.800   0.116106662   0.883893338   1.000000000
        119.000   0.116106662   0.883893338   1.000000000
        119.200   0.116106662   0.883893338   1.000000000
        119.400   0.116106662   0.883893338   1.000000000
        119.600   0.116106662   0.883893338   1.000000000
        119.800   0.116106662   0.883893338   1.000000000
        120.000   0.116106662   0.883893338   1.000000000

 NumProc =            1
